State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Value_dollars
SOUTH DAKOTA,46,NORTH CENTRAL,20,BROWN,13,CROP TOTALS,"293,761,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,CAMPBELL,21,CROP TOTALS,"55,364,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,EDMUNDS,45,CROP TOTALS,"153,630,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,FAULK,49,CROP TOTALS,"108,093,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,MCPHERSON,89,CROP TOTALS,"63,407,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,POTTER,107,CROP TOTALS,"83,510,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,SPINK,115,CROP TOTALS,"281,707,000"
SOUTH DAKOTA,46,NORTH CENTRAL,20,WALWORTH,129,CROP TOTALS,"61,045,000"
SOUTH DAKOTA,46,NORTHEAST,30,CLARK,25,CROP TOTALS,"148,899,000"
SOUTH DAKOTA,46,NORTHEAST,30,CODINGTON,29,CROP TOTALS,"88,966,000"
SOUTH DAKOTA,46,NORTHEAST,30,DAY,37,CROP TOTALS,"152,480,000"
SOUTH DAKOTA,46,NORTHEAST,30,DEUEL,39,CROP TOTALS,"70,035,000"
SOUTH DAKOTA,46,NORTHEAST,30,GRANT,51,CROP TOTALS,"118,509,000"
SOUTH DAKOTA,46,NORTHEAST,30,HAMLIN,57,CROP TOTALS,"97,218,000"
SOUTH DAKOTA,46,NORTHEAST,30,MARSHALL,91,CROP TOTALS,"107,979,000"
SOUTH DAKOTA,46,NORTHEAST,30,ROBERTS,109,CROP TOTALS,"159,659,000"
SOUTH DAKOTA,46,NORTHWEST,10,BUTTE,19,CROP TOTALS,"8,473,000"
SOUTH DAKOTA,46,NORTHWEST,10,CORSON,31,CROP TOTALS,"33,492,000"
SOUTH DAKOTA,46,NORTHWEST,10,DEWEY,41,CROP TOTALS,"13,658,000"
SOUTH DAKOTA,46,NORTHWEST,10,HARDING,63,CROP TOTALS,"7,584,000"
SOUTH DAKOTA,46,NORTHWEST,10,PERKINS,105,CROP TOTALS,"12,404,000"
SOUTH DAKOTA,46,NORTHWEST,10,ZIEBACH,137,CROP TOTALS,"21,236,000"
SOUTH DAKOTA,46,SOUTH CENTRAL,80,GREGORY,53,CROP TOTALS,"42,683,000"
SOUTH DAKOTA,46,SOUTH CENTRAL,80,JONES,75,CROP TOTALS,"32,162,000"
SOUTH DAKOTA,46,SOUTH CENTRAL,80,LYMAN,85,CROP TOTALS,"54,336,000"
SOUTH DAKOTA,46,SOUTH CENTRAL,80,MELLETTE,95,CROP TOTALS,"8,380,000"
SOUTH DAKOTA,46,SOUTH CENTRAL,80,TODD,121,CROP TOTALS,"6,130,000"
SOUTH DAKOTA,46,SOUTH CENTRAL,80,TRIPP,123,CROP TOTALS,"50,219,000"
SOUTH DAKOTA,46,SOUTHEAST,90,BON HOMME,9,CROP TOTALS,"77,984,000"
SOUTH DAKOTA,46,SOUTHEAST,90,CHARLES MIX,23,CROP TOTALS,"119,962,000"
SOUTH DAKOTA,46,SOUTHEAST,90,CLAY,27,CROP TOTALS,"99,657,000"
SOUTH DAKOTA,46,SOUTHEAST,90,DOUGLAS,43,CROP TOTALS,"64,277,000"
SOUTH DAKOTA,46,SOUTHEAST,90,HUTCHINSON,67,CROP TOTALS,"131,153,000"
SOUTH DAKOTA,46,SOUTHEAST,90,LINCOLN,83,CROP TOTALS,"122,460,000"
SOUTH DAKOTA,46,SOUTHEAST,90,TURNER,125,CROP TOTALS,"162,925,000"
SOUTH DAKOTA,46,SOUTHEAST,90,UNION,127,CROP TOTALS,"134,284,000"
SOUTH DAKOTA,46,SOUTHEAST,90,YANKTON,135,CROP TOTALS,"105,817,000"
SOUTH DAKOTA,46,SOUTHWEST,70,BENNETT,7,CROP TOTALS,"26,736,000"
SOUTH DAKOTA,46,SOUTHWEST,70,CUSTER,33,CROP TOTALS,"1,955,000"
SOUTH DAKOTA,46,SOUTHWEST,70,FALL RIVER,47,CROP TOTALS,"3,250,000"
SOUTH DAKOTA,46,SOUTHWEST,70,OGLALA LAKOTA,102,CROP TOTALS,"7,753,000"
SOUTH DAKOTA,46,WEST CENTRAL,40,HAAKON,55,CROP TOTALS,"25,569,000"
SOUTH DAKOTA,46,WEST CENTRAL,40,JACKSON,71,CROP TOTALS,"7,581,000"
SOUTH DAKOTA,46,WEST CENTRAL,40,LAWRENCE,81,CROP TOTALS,"1,936,000"
SOUTH DAKOTA,46,WEST CENTRAL,40,MEADE,93,CROP TOTALS,"11,324,000"
SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,CROP TOTALS,"16,957,000"
SOUTH DAKOTA,46,WEST CENTRAL,40,STANLEY,117,CROP TOTALS,"18,062,000"
TENNESSEE,47,CENTRAL BASIN,40,BEDFORD,3,CROP TOTALS,"21,680,000"
TENNESSEE,47,CENTRAL BASIN,40,CANNON,15,CROP TOTALS,"13,713,000"
TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,CROP TOTALS,"5,515,000"
TENNESSEE,47,CENTRAL BASIN,40,DAVIDSON,37,CROP TOTALS,"8,710,000"
TENNESSEE,47,CENTRAL BASIN,40,DE KALB,41,CROP TOTALS,"20,354,000"
TENNESSEE,47,CENTRAL BASIN,40,GILES,55,CROP TOTALS,"18,729,000"
TENNESSEE,47,CENTRAL BASIN,40,JACKSON,87,CROP TOTALS,"1,771,000"
TENNESSEE,47,CENTRAL BASIN,40,LINCOLN,103,CROP TOTALS,"38,639,000"
TENNESSEE,47,CENTRAL BASIN,40,MACON,111,CROP TOTALS,"27,585,000"
TENNESSEE,47,CENTRAL BASIN,40,MARSHALL,117,CROP TOTALS,"10,559,000"
TENNESSEE,47,CENTRAL BASIN,40,MAURY,119,CROP TOTALS,"22,022,000"
TENNESSEE,47,CENTRAL BASIN,40,MOORE,127,CROP TOTALS,"1,145,000"
TENNESSEE,47,CENTRAL BASIN,40,RUTHERFORD,149,CROP TOTALS,"15,666,000"
TENNESSEE,47,CENTRAL BASIN,40,SMITH,159,CROP TOTALS,"14,879,000"
TENNESSEE,47,CENTRAL BASIN,40,SUMNER,165,CROP TOTALS,"24,414,000"
TENNESSEE,47,CENTRAL BASIN,40,TROUSDALE,169,CROP TOTALS,"1,210,000"
TENNESSEE,47,CENTRAL BASIN,40,WILLIAMSON,187,CROP TOTALS,"18,274,000"
TENNESSEE,47,CENTRAL BASIN,40,WILSON,189,CROP TOTALS,"6,065,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,BLEDSOE,7,CROP TOTALS,"10,647,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,CROP TOTALS,"40,284,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,CUMBERLAND,35,CROP TOTALS,"21,970,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,FENTRESS,49,CROP TOTALS,"4,864,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,FRANKLIN,51,CROP TOTALS,"32,257,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,GRUNDY,61,CROP TOTALS,"11,037,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,CROP TOTALS,"5,779,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,CROP TOTALS,"2,367,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,OVERTON,133,CROP TOTALS,"17,820,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,PICKETT,137,CROP TOTALS,"1,103,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,PUTNAM,141,CROP TOTALS,"5,369,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,SCOTT,151,CROP TOTALS,"847,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,SEQUATCHIE,153,CROP TOTALS,"1,524,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,VAN BUREN,175,CROP TOTALS,"1,735,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,WARREN,177,CROP TOTALS,"92,548,000"
TENNESSEE,47,CUMBERLAND PLATEAU,50,WHITE,185,CROP TOTALS,"7,107,000"
TENNESSEE,47,DELTA,10,DYER,45,CROP TOTALS,"129,845,000"
TENNESSEE,47,DELTA,10,LAKE,95,CROP TOTALS,"45,705,000"
TENNESSEE,47,DELTA,10,LAUDERDALE,97,CROP TOTALS,"66,786,000"
TENNESSEE,47,DELTA,10,OBION,131,CROP TOTALS,"99,070,000"
TENNESSEE,47,DELTA,10,SHELBY,157,CROP TOTALS,"25,893,000"
TENNESSEE,47,DELTA,10,TIPTON,167,CROP TOTALS,"75,375,000"
TENNESSEE,47,EAST TENNESSEE,60,ANDERSON,1,CROP TOTALS,"1,356,000"
TENNESSEE,47,EAST TENNESSEE,60,BLOUNT,9,CROP TOTALS,"5,720,000"
TENNESSEE,47,EAST TENNESSEE,60,BRADLEY,11,CROP TOTALS,"13,314,000"
TENNESSEE,47,EAST TENNESSEE,60,CAMPBELL,13,CROP TOTALS,"1,260,000"
TENNESSEE,47,EAST TENNESSEE,60,CARTER,19,CROP TOTALS,"2,562,000"
TENNESSEE,47,EAST TENNESSEE,60,CLAIBORNE,25,CROP TOTALS,"3,104,000"
TENNESSEE,47,EAST TENNESSEE,60,COCKE,29,CROP TOTALS,"11,895,000"
TENNESSEE,47,EAST TENNESSEE,60,GRAINGER,57,CROP TOTALS,"10,793,000"
TENNESSEE,47,EAST TENNESSEE,60,GREENE,59,CROP TOTALS,"18,949,000"
TENNESSEE,47,EAST TENNESSEE,60,HAMBLEN,63,CROP TOTALS,"3,838,000"
TENNESSEE,47,EAST TENNESSEE,60,HAMILTON,65,CROP TOTALS,"2,622,000"
TENNESSEE,47,EAST TENNESSEE,60,HANCOCK,67,CROP TOTALS,"1,221,000"
TENNESSEE,47,EAST TENNESSEE,60,HAWKINS,73,CROP TOTALS,"5,353,000"
TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,CROP TOTALS,"5,256,000"
TENNESSEE,47,EAST TENNESSEE,60,JOHNSON,91,CROP TOTALS,"2,284,000"
TENNESSEE,47,EAST TENNESSEE,60,KNOX,93,CROP TOTALS,"11,499,000"
TENNESSEE,47,EAST TENNESSEE,60,LOUDON,105,CROP TOTALS, na
TENNESSEE,47,EAST TENNESSEE,60,MCMINN,107,CROP TOTALS,"8,137,000"
TENNESSEE,47,EAST TENNESSEE,60,MEIGS,121,CROP TOTALS,"2,948,000"
TENNESSEE,47,EAST TENNESSEE,60,MONROE,123,CROP TOTALS,"12,043,000"
TENNESSEE,47,EAST TENNESSEE,60,POLK,139,CROP TOTALS,"4,287,000"
TENNESSEE,47,EAST TENNESSEE,60,RHEA,143,CROP TOTALS,"3,689,000"
TENNESSEE,47,EAST TENNESSEE,60,ROANE,145,CROP TOTALS,"1,838,000"
TENNESSEE,47,EAST TENNESSEE,60,SEVIER,155,CROP TOTALS,"2,193,000"
TENNESSEE,47,EAST TENNESSEE,60,SULLIVAN,163,CROP TOTALS,"3,340,000"
TENNESSEE,47,EAST TENNESSEE,60,UNICOI,171,CROP TOTALS, na
TENNESSEE,47,EAST TENNESSEE,60,UNION,173,CROP TOTALS,"1,013,000"
TENNESSEE,47,EAST TENNESSEE,60,WASHINGTON,179,CROP TOTALS,"17,104,000"
TENNESSEE,47,WEST TENNESSEE,20,BENTON,5,CROP TOTALS,"6,000,000"
TENNESSEE,47,WEST TENNESSEE,20,CARROLL,17,CROP TOTALS,"49,820,000"
TENNESSEE,47,WEST TENNESSEE,20,CHESTER,23,CROP TOTALS,"14,365,000"
TENNESSEE,47,WEST TENNESSEE,20,CROCKETT,33,CROP TOTALS,"79,180,000"
TENNESSEE,47,WEST TENNESSEE,20,DECATUR,39,CROP TOTALS,"4,192,000"
TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,CROP TOTALS,"78,182,000"
TENNESSEE,47,WEST TENNESSEE,20,GIBSON,53,CROP TOTALS,"129,717,000"
TENNESSEE,47,WEST TENNESSEE,20,HARDEMAN,69,CROP TOTALS,"28,593,000"
TENNESSEE,47,WEST TENNESSEE,20,HARDIN,71,CROP TOTALS,"24,174,000"
TENNESSEE,47,WEST TENNESSEE,20,HAYWOOD,75,CROP TOTALS,"96,984,000"
TENNESSEE,47,WEST TENNESSEE,20,HENDERSON,77,CROP TOTALS,"17,543,000"
TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,CROP TOTALS,"58,535,000"
TENNESSEE,47,WEST TENNESSEE,20,MADISON,113,CROP TOTALS,"46,354,000"
TENNESSEE,47,WEST TENNESSEE,20,MCNAIRY,109,CROP TOTALS,"19,259,000"
TENNESSEE,47,WEST TENNESSEE,20,WEAKLEY,183,CROP TOTALS,"80,656,000"
TENNESSEE,47,WESTERN RIM,30,CHEATHAM,21,CROP TOTALS,"13,811,000"
TENNESSEE,47,WESTERN RIM,30,DICKSON,43,CROP TOTALS,"10,539,000"
TENNESSEE,47,WESTERN RIM,30,HICKMAN,81,CROP TOTALS,"8,633,000"
TENNESSEE,47,WESTERN RIM,30,HOUSTON,83,CROP TOTALS, na
TENNESSEE,47,WESTERN RIM,30,HUMPHREYS,85,CROP TOTALS,"5,180,000"
TENNESSEE,47,WESTERN RIM,30,LAWRENCE,99,CROP TOTALS,"39,550,000"
TENNESSEE,47,WESTERN RIM,30,LEWIS,101,CROP TOTALS,"1,054,000"
TENNESSEE,47,WESTERN RIM,30,MONTGOMERY,125,CROP TOTALS,"38,420,000"
TENNESSEE,47,WESTERN RIM,30,PERRY,135,CROP TOTALS,"3,156,000"
TENNESSEE,47,WESTERN RIM,30,ROBERTSON,147,CROP TOTALS,"115,422,000"
TENNESSEE,47,WESTERN RIM,30,STEWART,161,CROP TOTALS,"5,336,000"
TENNESSEE,47,WESTERN RIM,30,WAYNE,181,CROP TOTALS,"4,855,000"
TEXAS,48,BLACKLANDS,40,BELL,27,CROP TOTALS,"38,084,000"
TEXAS,48,BLACKLANDS,40,BOSQUE,35,CROP TOTALS,"6,950,000"
TEXAS,48,BLACKLANDS,40,COLLIN,85,CROP TOTALS,"29,538,000"
TEXAS,48,BLACKLANDS,40,COOKE,97,CROP TOTALS,"12,791,000"
TEXAS,48,BLACKLANDS,40,CORYELL,99,CROP TOTALS,"8,180,000"
TEXAS,48,BLACKLANDS,40,DALLAS,113,CROP TOTALS,"25,914,000"
TEXAS,48,BLACKLANDS,40,DELTA,119,CROP TOTALS,"25,384,000"
TEXAS,48,BLACKLANDS,40,DENTON,121,CROP TOTALS,"24,242,000"
TEXAS,48,BLACKLANDS,40,ELLIS,139,CROP TOTALS,"53,457,000"
TEXAS,48,BLACKLANDS,40,FALLS,145,CROP TOTALS,"42,395,000"
TEXAS,48,BLACKLANDS,40,FANNIN,147,CROP TOTALS,"43,847,000"
TEXAS,48,BLACKLANDS,40,GRAYSON,181,CROP TOTALS,"40,260,000"
TEXAS,48,BLACKLANDS,40,HAMILTON,193,CROP TOTALS,"6,358,000"
TEXAS,48,BLACKLANDS,40,HILL,217,CROP TOTALS,"64,572,000"
TEXAS,48,BLACKLANDS,40,HUNT,231,CROP TOTALS,"25,837,000"
TEXAS,48,BLACKLANDS,40,JOHNSON,251,CROP TOTALS,"17,116,000"
TEXAS,48,BLACKLANDS,40,KAUFMAN,257,CROP TOTALS,"15,386,000"
TEXAS,48,BLACKLANDS,40,LAMAR,277,CROP TOTALS,"24,962,000"
TEXAS,48,BLACKLANDS,40,LIMESTONE,293,CROP TOTALS,"10,018,000"
TEXAS,48,BLACKLANDS,40,MCLENNAN,309,CROP TOTALS,"59,457,000"
TEXAS,48,BLACKLANDS,40,MILAM,331,CROP TOTALS,"33,273,000"
TEXAS,48,BLACKLANDS,40,NAVARRO,349,CROP TOTALS,"33,646,000"
TEXAS,48,BLACKLANDS,40,ROCKWALL,397,CROP TOTALS,"6,187,000"
TEXAS,48,BLACKLANDS,40,TARRANT,439,CROP TOTALS,"17,445,000"
TEXAS,48,BLACKLANDS,40,WILLIAMSON,491,CROP TOTALS,"66,101,000"
TEXAS,48,COASTAL BEND,82,ARANSAS,7,CROP TOTALS,"74,000"
TEXAS,48,COASTAL BEND,82,KLEBERG,273,CROP TOTALS,"21,940,000"
TEXAS,48,COASTAL BEND,82,NUECES,355,CROP TOTALS,"154,902,000"
TEXAS,48,COASTAL BEND,82,REFUGIO,391,CROP TOTALS,"24,840,000"
TEXAS,48,COASTAL BEND,82,SAN PATRICIO,409,CROP TOTALS,"116,106,000"
TEXAS,48,CROSS TIMBERS,30,ARCHER,9,CROP TOTALS,"5,797,000"
TEXAS,48,CROSS TIMBERS,30,BROWN,49,CROP TOTALS,"9,245,000"
TEXAS,48,CROSS TIMBERS,30,CALLAHAN,59,CROP TOTALS,"3,043,000"
TEXAS,48,CROSS TIMBERS,30,CLAY,77,CROP TOTALS,"5,940,000"
TEXAS,48,CROSS TIMBERS,30,COMANCHE,93,CROP TOTALS,"23,374,000"
TEXAS,48,CROSS TIMBERS,30,EASTLAND,133,CROP TOTALS,"4,969,000"
TEXAS,48,CROSS TIMBERS,30,ERATH,143,CROP TOTALS,"19,105,000"
TEXAS,48,CROSS TIMBERS,30,HOOD,221,CROP TOTALS,"7,693,000"
TEXAS,48,CROSS TIMBERS,30,JACK,237,CROP TOTALS,"1,413,000"
TEXAS,48,CROSS TIMBERS,30,MILLS,333,CROP TOTALS,"2,439,000"
TEXAS,48,CROSS TIMBERS,30,MONTAGUE,337,CROP TOTALS,"5,357,000"
TEXAS,48,CROSS TIMBERS,30,PALO PINTO,363,CROP TOTALS,"10,280,000"
TEXAS,48,CROSS TIMBERS,30,PARKER,367,CROP TOTALS,"12,155,000"
TEXAS,48,CROSS TIMBERS,30,SHACKELFORD,417,CROP TOTALS,"812,000"
TEXAS,48,CROSS TIMBERS,30,SOMERVELL,425,CROP TOTALS,"1,152,000"
TEXAS,48,CROSS TIMBERS,30,STEPHENS,429,CROP TOTALS,"568,000"
TEXAS,48,CROSS TIMBERS,30,THROCKMORTON,447,CROP TOTALS,"5,519,000"
TEXAS,48,CROSS TIMBERS,30,WISE,497,CROP TOTALS,"11,577,000"
TEXAS,48,CROSS TIMBERS,30,YOUNG,503,CROP TOTALS,"2,599,000"
TEXAS,48,EAST TEXAS NORTH,51,ANDERSON,1,CROP TOTALS,"15,551,000"
TEXAS,48,EAST TEXAS NORTH,51,BOWIE,37,CROP TOTALS,"12,480,000"
TEXAS,48,EAST TEXAS NORTH,51,CAMP,63,CROP TOTALS,"1,576,000"
TEXAS,48,EAST TEXAS NORTH,51,CASS,67,CROP TOTALS,"4,091,000"
TEXAS,48,EAST TEXAS NORTH,51,CHEROKEE,73,CROP TOTALS,"66,491,000"
TEXAS,48,EAST TEXAS NORTH,51,FRANKLIN,159,CROP TOTALS,"2,875,000"
TEXAS,48,EAST TEXAS NORTH,51,GREGG,183,CROP TOTALS,"892,000"
TEXAS,48,EAST TEXAS NORTH,51,HARRISON,203,CROP TOTALS,"4,140,000"
TEXAS,48,EAST TEXAS NORTH,51,HENDERSON,213,CROP TOTALS,"11,645,000"
TEXAS,48,EAST TEXAS NORTH,51,HOPKINS,223,CROP TOTALS,"10,381,000"
TEXAS,48,EAST TEXAS NORTH,51,HOUSTON,225,CROP TOTALS,"6,802,000"
TEXAS,48,EAST TEXAS NORTH,51,MARION,315,CROP TOTALS,"542,000"
TEXAS,48,EAST TEXAS NORTH,51,MORRIS,343,CROP TOTALS,"1,093,000"
TEXAS,48,EAST TEXAS NORTH,51,NACOGDOCHES,347,CROP TOTALS,"3,156,000"
TEXAS,48,EAST TEXAS NORTH,51,PANOLA,365,CROP TOTALS,"4,626,000"
TEXAS,48,EAST TEXAS NORTH,51,RAINS,379,CROP TOTALS,"8,597,000"
TEXAS,48,EAST TEXAS NORTH,51,RED RIVER,387,CROP TOTALS,"10,260,000"
TEXAS,48,EAST TEXAS NORTH,51,RUSK,401,CROP TOTALS,"5,956,000"
TEXAS,48,EAST TEXAS NORTH,51,SHELBY,419,CROP TOTALS,"2,837,000"
TEXAS,48,EAST TEXAS NORTH,51,SMITH,423,CROP TOTALS,"36,759,000"
TEXAS,48,EAST TEXAS NORTH,51,TITUS,449,CROP TOTALS,"3,968,000"
TEXAS,48,EAST TEXAS NORTH,51,UPSHUR,459,CROP TOTALS,"3,447,000"
TEXAS,48,EAST TEXAS NORTH,51,VAN ZANDT,467,CROP TOTALS,"42,428,000"
TEXAS,48,EAST TEXAS NORTH,51,WOOD,499,CROP TOTALS,"8,623,000"
TEXAS,48,EAST TEXAS SOUTH,52,ANGELINA,5,CROP TOTALS,"2,594,000"
TEXAS,48,EAST TEXAS SOUTH,52,BRAZOS,41,CROP TOTALS,"15,603,000"
TEXAS,48,EAST TEXAS SOUTH,52,FREESTONE,161,CROP TOTALS,"4,659,000"
TEXAS,48,EAST TEXAS SOUTH,52,GRIMES,185,CROP TOTALS,"14,041,000"
TEXAS,48,EAST TEXAS SOUTH,52,HARDIN,199,CROP TOTALS,"2,366,000"
TEXAS,48,EAST TEXAS SOUTH,52,JASPER,241,CROP TOTALS,"4,007,000"
TEXAS,48,EAST TEXAS SOUTH,52,LEON,289,CROP TOTALS,"10,058,000"
TEXAS,48,EAST TEXAS SOUTH,52,MADISON,313,CROP TOTALS, na
TEXAS,48,EAST TEXAS SOUTH,52,MONTGOMERY,339,CROP TOTALS,"6,820,000"
TEXAS,48,EAST TEXAS SOUTH,52,NEWTON,351,CROP TOTALS,"485,000"
TEXAS,48,EAST TEXAS SOUTH,52,POLK,373,CROP TOTALS,"2,291,000"
TEXAS,48,EAST TEXAS SOUTH,52,ROBERTSON,395,CROP TOTALS,"24,623,000"
TEXAS,48,EAST TEXAS SOUTH,52,SABINE,403,CROP TOTALS,"450,000"
TEXAS,48,EAST TEXAS SOUTH,52,SAN AUGUSTINE,405,CROP TOTALS,"1,296,000"
TEXAS,48,EAST TEXAS SOUTH,52,SAN JACINTO,407,CROP TOTALS,"2,484,000"
TEXAS,48,EAST TEXAS SOUTH,52,TRINITY,455,CROP TOTALS,"2,108,000"
TEXAS,48,EAST TEXAS SOUTH,52,TYLER,457,CROP TOTALS,"9,643,000"
TEXAS,48,EAST TEXAS SOUTH,52,WALKER,471,CROP TOTALS,"19,169,000"
TEXAS,48,EAST TEXAS SOUTH,52,WALLER,473,CROP TOTALS,"76,311,000"
TEXAS,48,EDWARDS PLATEAU,70,BANDERA,19,CROP TOTALS,"829,000"
TEXAS,48,EDWARDS PLATEAU,70,BLANCO,31,CROP TOTALS,"8,763,000"
TEXAS,48,EDWARDS PLATEAU,70,BURNET,53,CROP TOTALS,"3,466,000"
TEXAS,48,EDWARDS PLATEAU,70,COKE,81,CROP TOTALS,"1,253,000"
TEXAS,48,EDWARDS PLATEAU,70,CONCHO,95,CROP TOTALS,"13,389,000"
TEXAS,48,EDWARDS PLATEAU,70,CROCKETT,105,CROP TOTALS, na
TEXAS,48,EDWARDS PLATEAU,70,EDWARDS,137,CROP TOTALS,"329,000"
TEXAS,48,EDWARDS PLATEAU,70,GILLESPIE,171,CROP TOTALS,"7,023,000"
TEXAS,48,EDWARDS PLATEAU,70,IRION,235,CROP TOTALS,"301,000"
TEXAS,48,EDWARDS PLATEAU,70,KENDALL,259,CROP TOTALS,"1,206,000"
TEXAS,48,EDWARDS PLATEAU,70,KERR,265,CROP TOTALS,"1,578,000"
TEXAS,48,EDWARDS PLATEAU,70,KIMBLE,267,CROP TOTALS,"889,000"
TEXAS,48,EDWARDS PLATEAU,70,KINNEY,271,CROP TOTALS,"519,000"
TEXAS,48,EDWARDS PLATEAU,70,LAMPASAS,281,CROP TOTALS,"2,019,000"
TEXAS,48,EDWARDS PLATEAU,70,LLANO,299,CROP TOTALS,"1,501,000"
TEXAS,48,EDWARDS PLATEAU,70,MASON,319,CROP TOTALS,"2,316,000"
TEXAS,48,EDWARDS PLATEAU,70,MCCULLOCH,307,CROP TOTALS,"6,856,000"
TEXAS,48,EDWARDS PLATEAU,70,MENARD,327,CROP TOTALS,"567,000"
TEXAS,48,EDWARDS PLATEAU,70,REAGAN,383,CROP TOTALS,"11,947,000"
TEXAS,48,EDWARDS PLATEAU,70,REAL,385,CROP TOTALS,"62,000"
TEXAS,48,EDWARDS PLATEAU,70,SAN SABA,411,CROP TOTALS,"6,501,000"
TEXAS,48,EDWARDS PLATEAU,70,SCHLEICHER,413,CROP TOTALS,"3,439,000"
TEXAS,48,EDWARDS PLATEAU,70,STERLING,431,CROP TOTALS, na
TEXAS,48,EDWARDS PLATEAU,70,SUTTON,435,CROP TOTALS,"131,000"
TEXAS,48,EDWARDS PLATEAU,70,TOM GREEN,451,CROP TOTALS,"29,864,000"
TEXAS,48,EDWARDS PLATEAU,70,UPTON,461,CROP TOTALS,"13,873,000"
TEXAS,48,EDWARDS PLATEAU,70,UVALDE,463,CROP TOTALS,"37,680,000"
TEXAS,48,EDWARDS PLATEAU,70,VAL VERDE,465,CROP TOTALS,"177,000"
TEXAS,48,LOWER VALLEY,97,CAMERON,61,CROP TOTALS,"117,845,000"
TEXAS,48,LOWER VALLEY,97,HIDALGO,215,CROP TOTALS,"293,402,000"
TEXAS,48,LOWER VALLEY,97,STARR,427,CROP TOTALS,"9,394,000"
TEXAS,48,LOWER VALLEY,97,WILLACY,489,CROP TOTALS,"83,743,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,CROP TOTALS,"11,035,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,BRISCOE,45,CROP TOTALS,"26,739,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,CARSON,65,CROP TOTALS,"82,177,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,CROP TOTALS,"91,773,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,DALLAM,111,CROP TOTALS,"92,763,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,DEAF SMITH,117,CROP TOTALS,"92,771,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,FLOYD,153,CROP TOTALS, na
TEXAS,48,NORTHERN HIGH PLAINS,11,GRAY,179,CROP TOTALS,"24,447,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,HALE,189,CROP TOTALS,"137,023,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,HANSFORD,195,CROP TOTALS,"92,130,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,HARTLEY,205,CROP TOTALS,"155,927,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,HEMPHILL,211,CROP TOTALS,"2,303,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,HUTCHINSON,233,CROP TOTALS,"24,916,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,LIPSCOMB,295,CROP TOTALS,"17,028,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,MOORE,341,CROP TOTALS,"71,095,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,OCHILTREE,357,CROP TOTALS,"69,738,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,OLDHAM,359,CROP TOTALS,"5,450,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,PARMER,369,CROP TOTALS,"92,117,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,POTTER,375,CROP TOTALS,"2,596,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,RANDALL,381,CROP TOTALS,"24,086,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,ROBERTS,393,CROP TOTALS,"3,789,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,SHERMAN,421,CROP TOTALS,"146,832,000"
TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437,CROP TOTALS,"68,566,000"
